Gender,OWN_CAR,OWN_REALTY,CNT_CHILDREN,ANN_INC,INC_CAT,EDU_LVL,STATUS,LIVING,OCCUPATION_TYPE,FAM_CNT,Age,Experience,target
F,N,Y,0,292500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,2,0
M,Y,Y,2,697500.0,Commercial associate,Higher education,Separated,House / apartment,Accountants,3,38,14,0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,50,14,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,2,51,2,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,34,14,0
M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,46,0,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,55,14,0
F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,43,3,0
M,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,49,0,0
M,Y,Y,1,675000.0,Working,Higher education,Married,House / apartment,Accountants,3,44,12,0
F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,1
F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,0
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,27,6,0
M,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,41,6,0
F,N,N,0,225000.0,State servant,Higher education,Single / not married,With parents,Accountants,1,28,4,0
F,N,N,0,225000.0,Working,Higher education,Separated,House / apartment,Accountants,1,35,11,0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,37,3,0
M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,Accountants,3,34,6,0
M,Y,N,0,310500.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,27,1,0
F,N,Y,2,112500.0,Working,Higher education,Civil marriage,House / apartment,Accountants,4,29,0,0
F,N,Y,1,225000.0,Working,Higher education,Civil marriage,House / apartment,Accountants,3,29,6,0
F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,34,4,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,18,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,52,2,0
F,N,N,0,135000.0,Working,Incomplete higher,Single / not married,Rented apartment,Accountants,1,31,5,0
F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,39,12,0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,42,1,0
F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,32,0,0
F,N,Y,0,90000.0,Working,Higher education,Single / not married,House / apartment,Accountants,1,41,3,0
M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,46,0,0
F,N,Y,0,90000.0,State servant,Higher education,Married,House / apartment,Accountants,2,48,10,0
M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,40,4,0
F,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,38,5,0
M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,18,0
F,N,Y,2,67500.0,State servant,Incomplete higher,Married,With parents,Accountants,4,36,0,0
M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,50,20,0
F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,Accountants,2,60,1,0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,10,0
F,N,Y,0,126000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,51,6,0
F,N,Y,0,126000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,51,6,1
M,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,3,46,1,0
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,26,3,0
F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,With parents,Accountants,2,36,14,0
F,N,Y,0,196650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,7,0
F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,52,2,0
F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,Accountants,3,31,2,0
F,Y,Y,1,166500.0,Working,Higher education,Married,House / apartment,Accountants,3,32,1,0
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,22,1,0
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,3,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,32,6,0
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,Accountants,2,29,4,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,29,1,0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,Accountants,3,43,5,0
M,Y,Y,4,292500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,6,38,1,0
F,N,Y,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,49,27,0
F,N,N,0,202500.0,Working,Higher education,Married,House / apartment,Accountants,2,52,13,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,Accountants,2,35,6,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,57,4,0
F,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,39,2,0
M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,2,32,1,0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,49,1,0
M,Y,Y,0,360000.0,Working,Incomplete higher,Married,House / apartment,Accountants,2,27,0,0
F,N,Y,2,126000.0,Working,Higher education,Married,House / apartment,Accountants,4,34,13,0
F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,Accountants,3,35,5,0
F,Y,Y,0,247500.0,Working,Incomplete higher,Separated,House / apartment,Accountants,1,53,3,0
M,Y,Y,1,306000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,52,3,0
M,Y,Y,1,189000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,3,46,4,0
F,N,Y,0,99000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,41,1,0
F,Y,Y,3,126000.0,Working,Higher education,Married,House / apartment,Accountants,5,41,0,0
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,58,1,0
F,N,Y,0,292500.0,Working,Higher education,Civil marriage,House / apartment,Accountants,2,34,14,0
M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,36,3,0
M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,37,1,0
M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,1,51,10,0
M,Y,Y,1,225000.0,Working,Incomplete higher,Married,House / apartment,Accountants,3,36,0,0
M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,Accountants,4,34,4,0
F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,2,50,5,0
F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,41,9,0
F,N,Y,2,202500.0,Working,Lower secondary,Married,House / apartment,Accountants,4,36,14,0
F,N,Y,1,243000.0,Working,Higher education,Married,House / apartment,Accountants,3,39,16,0
F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,8,0
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,46,3,0
F,N,Y,0,135000.0,Commercial associate,Higher education,Widow,House / apartment,Accountants,1,36,4,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,7,0
F,N,Y,0,171000.0,Working,Incomplete higher,Married,House / apartment,Accountants,2,30,1,0
F,Y,Y,0,432000.0,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,34,3,0
F,N,Y,1,67500.0,Working,Higher education,Married,House / apartment,Accountants,3,34,1,0
F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,2,39,4,0
F,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,41,18,0
F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,33,0,0
F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,33,0,1
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,30,1,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,1,0
F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,4,0
F,N,Y,0,162000.0,Working,Higher education,Married,House / apartment,Accountants,2,47,12,0
M,N,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,42,4,0
F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,Accountants,2,36,5,0
F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,32,5,0
F,N,Y,1,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,24,0,0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,32,5,0
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,30,4,0
M,Y,N,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,1,26,0,0
M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,37,7,0
M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,35,0,0
F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,46,3,0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,28,3,0
F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,Accountants,2,35,4,0
F,Y,Y,2,135000.0,Working,Higher education,Separated,House / apartment,Accountants,3,55,14,0
F,Y,Y,0,445500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,34,1,0
F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,With parents,Accountants,1,25,5,0
F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,32,3,0
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,30,11,0
M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,Accountants,2,25,2,0
F,N,Y,0,257625.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,38,1,0
M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,55,2,0
M,Y,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,40,8,0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,27,3,0
F,Y,N,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,2,32,4,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,Accountants,2,40,22,0
F,N,Y,0,58500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,40,13,0
F,N,Y,0,216000.0,Working,Higher education,Married,With parents,Accountants,2,31,10,0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,53,3,0
F,Y,Y,0,202500.0,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,43,11,0
F,N,N,0,94500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,1,48,7,0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,49,15,0
M,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,Accountants,3,26,0,0
M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,53,3,0
M,Y,N,2,207000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,36,2,0
F,N,Y,0,207000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,53,5,0
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,36,4,0
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,32,7,0
M,N,N,0,45000.0,Working,Lower secondary,Married,House / apartment,Accountants,2,36,2,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,1,54,0,0
F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,2,41,21,0
F,Y,Y,1,94500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,54,18,0
M,Y,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,5,32,2,0
M,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,52,6,0
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,38,0,0
M,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,52,9,0
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,Accountants,2,39,16,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,41,22,0
F,N,N,0,166500.0,Working,Secondary / secondary special,Single / not married,Office apartment,Accountants,1,57,38,0
F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,5,0
M,Y,N,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,29,0,0
F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,41,9,0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,31,4,0
F,Y,Y,2,189000.0,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,29,7,0
M,Y,N,1,270000.0,Commercial associate,Higher education,Married,House / apartment,Accountants,3,31,3,0
M,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,Accountants,2,58,4,0
